Entity,Code,Year,"Upper secondary school age, female","Upper secondary school age, male","Lower secondary school age, female","Lower secondary school age, male","Primary school age, female","Primary school age, male"
Romania,ROU,2002,,,29916,37395,29482,30166
Romania,ROU,2003,,,38218,46973,13328,12711
Romania,ROU,2004,,,34656,40732,5093,4556
Romania,ROU,2005,,,33470,38330,10450,9425
Romania,ROU,2006,,,25221,28023,19728,21061
Romania,ROU,2007,,,13486,15233,20329,22005
Romania,ROU,2008,,,14850,15615,23290,24010
Romania,ROU,2009,,,19977,22414,24675,24948
Romania,ROU,2010,,,24317,24584,28231,27571
Romania,ROU,2011,,,26979,27091,31482,30933
Romania,ROU,2012,,,27967,26359,36512,35545
Russia,RUS,1994,,,,,111639,119651
Russia,RUS,1995,,,,,233891,257523
Russia,RUS,2004,,,703067,922401,,
Russia,RUS,2006,,,601743,791437,168855,221247
Russia,RUS,2007,,,558044,724318,147590,189897
Russia,RUS,2008,,,508703,647534,115870,149932
Russia,RUS,2009,,,,,74479,116232
Russia,RUS,2011,,,,,55215,88814
Russia,RUS,2012,,,,,54065,91618
Russia,RUS,2013,,,,,51620,88993
Russia,RUS,2014,,,,,87370,132641
Rwanda,RWA,1973,,,,,168829,129681
Rwanda,RWA,1974,,,,,179212,139466
Rwanda,RWA,1975,,,,,188447,153567
Rwanda,RWA,1977,,,,,181611,151393
Rwanda,RWA,1978,,,,,177199,149318
Rwanda,RWA,1999,,,,,136858,139945
Rwanda,RWA,2002,,,,,114772,126938
Rwanda,RWA,2003,,,,,71774,79780
Rwanda,RWA,2013,,,,,22858,44784
Saint Kitts and Nevis,KNA,1985,,,,,668,345
Saint Kitts and Nevis,KNA,1986,,,357,186,465,363
Saint Kitts and Nevis,KNA,1989,,,74,120,,
Saint Kitts and Nevis,KNA,2000,385,447,,,,
Saint Kitts and Nevis,KNA,2001,369,495,,,,
Saint Kitts and Nevis,KNA,2002,228,262,63,170,,
Saint Kitts and Nevis,KNA,2003,157,359,135,218,56,144
Saint Kitts and Nevis,KNA,2004,212,382,109,196,25,198
Saint Kitts and Nevis,KNA,2005,274,441,54,26,109,171
Saint Kitts and Nevis,KNA,2007,236,202,33,35,311,362
Saint Kitts and Nevis,KNA,2008,124,138,,,556,611
Saint Kitts and Nevis,KNA,2009,119,163,,,216,302
Saint Kitts and Nevis,KNA,2010,169,138,43,38,455,481
Saint Kitts and Nevis,KNA,2011,108,178,95,119,367,471
Saint Kitts and Nevis,KNA,2012,246,298,337,372,475,587
Saint Kitts and Nevis,KNA,2013,144,172,80,146,526,649
Saint Kitts and Nevis,KNA,2014,201,201,121,149,568,679
Saint Lucia,LCA,1981,,,,,353,1567
Saint Lucia,LCA,1982,,,,,263,1162
Saint Lucia,LCA,1990,,,,,475,155
Saint Lucia,LCA,1999,801,1166,1406,1473,,
Saint Lucia,LCA,2000,1399,1671,391,547,1389,904
Saint Lucia,LCA,2001,781,1232,1250,1305,1399,777
Saint Lucia,LCA,2002,803,1297,1573,2051,342,58
Saint Lucia,LCA,2003,878,1354,1321,1729,490,202
Saint Lucia,LCA,2004,1396,1174,1616,1354,745,407
Saint Lucia,LCA,2005,1043,1463,735,1207,986,664
Saint Lucia,LCA,2006,910,1339,355,544,705,375
Saint Lucia,LCA,2007,565,969,567,848,789,502
Saint Lucia,LCA,2008,696,1007,496,434,,
Saint Lucia,LCA,2009,582,838,377,379,,
Saint Lucia,LCA,2010,572,573,508,424,,
Saint Lucia,LCA,2011,584,451,489,637,,
Saint Lucia,LCA,2012,480,511,579,564,,
Saint Lucia,LCA,2013,480,606,734,593,,
Saint Vincent and the Grenadines,VCT,1984,,,,,629,637
Saint Vincent and the Grenadines,VCT,1986,,,,,282,303
Saint Vincent and the Grenadines,VCT,2000,238,599,,,,
Saint Vincent and the Grenadines,VCT,2001,244,693,1084,1189,,
Saint Vincent and the Grenadines,VCT,2002,620,1034,31,90,,
Saint Vincent and the Grenadines,VCT,2003,591,946,,,,
Saint Vincent and the Grenadines,VCT,2004,566,943,,,,
Saint Vincent and the Grenadines,VCT,2005,690,873,,,226,35
Saint Vincent and the Grenadines,VCT,2008,172,331,,,,
Saint Vincent and the Grenadines,VCT,2009,245,323,,,,
Saint Vincent and the Grenadines,VCT,2010,268,368,213,137,,
Saint Vincent and the Grenadines,VCT,2011,,,,,217,226
Saint Vincent and the Grenadines,VCT,2013,,,,,307,178
Saint Vincent and the Grenadines,VCT,2014,,,,,578,550
Samoa,WSM,1994,,,,,630,1150
Samoa,WSM,1998,2568,3926,273,496,71,988
Samoa,WSM,1999,2243,3437,252,447,929,1150
Samoa,WSM,2000,3199,4423,23,310,967,1496
Samoa,WSM,2001,1880,3324,988,1071,470,1063
Samoa,WSM,2009,1170,2641,,,,
Samoa,WSM,2010,961,2383,,,391,510
Samoa,WSM,2011,962,2578,,,523,868
Samoa,WSM,2012,1263,2399,,,354,750
Samoa,WSM,2014,835,2203,182,223,272,518
San Marino,SMR,2009,,,,,56,79
San Marino,SMR,2012,,,,,55,62
Sao Tome and Principe,STP,1983,,,,,245,179
Sao Tome and Principe,STP,1984,,,,,266,187
Sao Tome and Principe,STP,1988,,,,,608,546
Sao Tome and Principe,STP,1999,,,,,2114,1911
Sao Tome and Principe,STP,2003,2695,3123,1433,1292,,
Sao Tome and Principe,STP,2004,3477,3566,1113,868,,
Sao Tome and Principe,STP,2005,3467,3501,520,416,,
Sao Tome and Principe,STP,2007,1663,1822,627,491,885,1081
Sao Tome and Principe,STP,2008,1658,1757,640,388,807,922
Sao Tome and Principe,STP,2009,1438,1578,733,645,473,970
Sao Tome and Principe,STP,2010,1675,1651,819,668,564,863
Sao Tome and Principe,STP,2013,,,,,762,842
Sao Tome and Principe,STP,2014,,,,,725,657
Sao Tome and Principe,STP,2015,,,,,841,505
Saudi Arabia,SAU,1979,,,,,482631,321586
Saudi Arabia,SAU,2009,111811,137846,92797,51075,257331,243841
Saudi Arabia,SAU,2010,,,,,156719,166554
Saudi Arabia,SAU,2011,,,,,144865,166341
Saudi Arabia,SAU,2012,,,,,100318,132433
Saudi Arabia,SAU,2013,82002,77315,82816,30746,86350,46856
Saudi Arabia,SAU,2014,,,,,84618,36164
Senegal,SEN,1978,,,,,311950,266563
Senegal,SEN,1979,,,,,315708,264684
Senegal,SEN,1980,,,,,324243,269922
Senegal,SEN,1981,,,,,332268,272876
Senegal,SEN,1982,,,,,339546,274131
Senegal,SEN,1983,,,,,345873,274671
Senegal,SEN,1984,,,,,355968,282296
Senegal,SEN,1985,,,,,365100,290226
Senegal,SEN,1986,,,,,343114,257664
Senegal,SEN,1988,,,,,361022,276366
Senegal,SEN,1990,,,,,385223,309361
Senegal,SEN,1992,,,,,403314,328693
Senegal,SEN,1996,,,,,408025,334529
Senegal,SEN,1997,,,,,387095,315429
Senegal,SEN,1998,,,,,374724,309997
Senegal,SEN,1999,,,,,394682,325889
Senegal,SEN,2000,,,,,370262,316011
Senegal,SEN,2003,,,,,326141,283172
Senegal,SEN,2004,316411,298874,351497,317738,343313,327621
Senegal,SEN,2005,319268,303841,318377,279400,336849,327864
Senegal,SEN,2006,321359,303592,336760,304916,315780,316772
Senegal,SEN,2007,,,,,293736,304332
Senegal,SEN,2008,,,,,287288,311785
Senegal,SEN,2009,,,,,288471,323340
Senegal,SEN,2010,,,,,285710,330536
Senegal,SEN,2011,,,,,287903,340874
Senegal,SEN,2012,,,,,261059,327667
Senegal,SEN,2014,,,,,278394,355723
Serbia,SRB,2006,,,,,165,257
Serbia,SRB,2007,,,,,2458,2420
Serbia,SRB,2008,24453,33704,3268,3491,2933,2832
Serbia,SRB,2009,22416,31991,2655,2267,6110,5199
Serbia,SRB,2010,21622,28902,4250,3982,8099,8034
Serbia,SRB,2011,15505,21644,,,3793,4385
Serbia,SRB,2012,13577,21918,,,5081,5957
Serbia,SRB,2013,13347,21303,,,4595,5855
Serbia,SRB,2014,15512,21807,1303,2053,1552,2423
Seychelles,SYC,1979,,,56,318,697,904
Seychelles,SYC,1993,,,34,99,611,579
Seychelles,SYC,1994,,,50,116,386,502
Seychelles,SYC,1995,,,,,321,480
Seychelles,SYC,1996,,,,,322,443
Seychelles,SYC,1998,348,354,,,,
Seychelles,SYC,1999,1955,2072,,,,
Seychelles,SYC,2000,1937,2207,,,235,416
Seychelles,SYC,2001,1134,1433,,,589,705
Seychelles,SYC,2002,1203,1419,,,292,302
Seychelles,SYC,2003,1088,1376,,,234,187
Seychelles,SYC,2004,1031,1401,,,197,192
Seychelles,SYC,2005,866,1147,,,218,161
Seychelles,SYC,2010,1208,1474,,,,
Seychelles,SYC,2014,241,346,,,196,253
Sierra Leone,SLE,1983,,,,,180092,120699
Sierra Leone,SLE,2012,117172,101721,70873,60974,6479,121
Slovenia,SVN,1995,,,,,3673,3885
Slovenia,SVN,1996,,,,,2711,2851
Slovenia,SVN,1997,,,,,2420,2307
Slovenia,SVN,1998,6402,9477,2741,2933,1052,1234
Slovenia,SVN,1999,5340,8716,2179,2584,1627,1651
Slovenia,SVN,2000,5096,7061,834,2797,1426,2561
Slovenia,SVN,2001,4201,6873,1479,1665,1674,1627
Slovenia,SVN,2002,4537,5993,976,982,1266,1348
Slovenia,SVN,2003,3949,4921,1411,1575,905,891
Slovenia,SVN,2004,4069,5265,1965,1562,78,139
Slovenia,SVN,2005,3658,4778,1726,1300,790,454
Slovenia,SVN,2006,3176,4317,1124,1139,1016,738
Slovenia,SVN,2007,3183,4432,1027,879,1320,990
Slovenia,SVN,2008,3598,5087,532,445,1250,1023
Slovenia,SVN,2009,3299,4678,309,297,1303,1244
Slovenia,SVN,2010,2716,3704,465,564,1415,1483
Slovenia,SVN,2011,2430,3239,653,584,1338,1755
Slovenia,SVN,2012,1788,2466,854,1088,947,1512
Slovenia,SVN,2013,1160,1710,567,597,1038,1729
Slovenia,SVN,2014,1627,1954,330,351,896,1558
Solomon Islands,SLB,2005,,,,,9327,8874
Solomon Islands,SLB,2006,13241,11410,3363,2404,7488,7244
Solomon Islands,SLB,2007,11923,10807,5419,5010,7750,7171
Somalia,SOM,1976,,,,,263584,234458
Somalia,SOM,1977,,,82947,63913,295176,270221
Somalia,SOM,1978,,,93643,78379,338918,316955
Somalia,SOM,1979,,,105055,87366,375973,350518
Somalia,SOM,1980,,,115821,99049,411031,375099
South Africa,ZAF,1970,,,,,673572,741250
South Africa,ZAF,1991,,,,,293856,384002
South Africa,ZAF,1994,,,170152,198853,183683,235852
South Africa,ZAF,1995,,,,,150054,200352
South Africa,ZAF,1998,,,,,118970,259914
South Africa,ZAF,1999,423145,333362,93958,79508,90769,275733
South Africa,ZAF,2000,451842,332031,113074,107356,189973,398569
South Africa,ZAF,2001,466602,391142,133439,152709,174477,427965
South Africa,ZAF,2002,408931,372993,124090,167115,170495,463765
South Africa,ZAF,2003,397885,416572,109879,177778,169266,493556
South Africa,ZAF,2004,406942,475045,94020,172900,185219,559634
South Africa,ZAF,2005,397906,489038,82266,158818,216135,661177
South Asia,,1970,,,,,25663412,14028523
South Asia,,1971,,,,,26689784,14099801
South Asia,,1972,,,,,26165008,13500804
South Asia,,1973,,,,,24754210,12491730
South Asia,,1974,,,,,25503890,12713718
South Asia,,1975,,,,,25140164,12539673
South Asia,,1976,,,,,25326320,12526716
South Asia,,1977,,,,,24965660,12055434
South Asia,,1978,,,,,27441264,13141354
South Asia,,1979,,,,,27908526,13314689
South Asia,,1980,,,,,27619452,13134540
South Asia,,1981,,,,,27555968,13020288
South Asia,,1982,,,,,28157584,13089248
South Asia,,1983,,,,,27708588,12621873
South Asia,,1984,,,,,27120632,12665268
South Asia,,1985,,,,,27698452,12773529
South Asia,,1986,,,,,26917568,12361962
South Asia,,1987,,,,,28604380,12873180
South Asia,,1988,,,,,27330164,12116209
South Asia,,1989,,,,,25796792,11537253
South Asia,,1990,,,,,26356968,11631424
South Asia,,1991,,,,,26548968,11917784
South Asia,,1992,,,,,26316610,12051777
South Asia,,1993,,,,,25075106,11805851
South Asia,,1994,,,,,23990368,11539858
South Asia,,1995,,,,,23936300,11690514
South Asia,,1996,,,,,23741640,11804024
South Asia,,1997,,,,,23814700,12018832
South Asia,,1998,,,,,24741250,12567305
South Asia,,1999,41749468,37886052,21819204,16230940,23924004,12406698
South Asia,,2000,41919868,38122872,21706618,16208471,22010168,11633846
South Asia,,2001,42403120,39018012,21586592,16801262,21479282,12083707
South Asia,,2002,42162128,39262168,20616852,16963280,20409804,12006945
South Asia,,2003,41755056,39356324,18255676,15973497,14178624,11319331
South Asia,,2004,41605312,39331848,17347940,15445965,12183112,9223182
South Asia,,2005,41060032,38927728,16660082,14828405,10616184,7720138
South Asia,,2006,40576176,38532356,15645793,14182085,9154964,6787247
South Asia,,2007,39673668,37641348,14655162,13267293,7420856,5335402
South Asia,,2008,38284900,36784360,13802551,13211689,6812397,6241552
South Asia,,2009,38013092,37188184,13463587,13479284,6736204,7527394
South Asia,,2010,36496536,36332752,11574574,12658519,6446478,6582651
South Asia,,2011,35455524,35654008,11051423,12751110,6528379,7234398
South Asia,,2012,34246544,34857028,9914507,11925563,6140726,6070321
South Asia,,2013,33155648,34213340,8977965,11842541,5893541,5751780
South Asia,,2014,33171488,34553524,8864918,11764581,5854643,5467766
South Korea,KOR,1971,,,658251,531650,109959,79628
South Korea,KOR,1972,,,604186,462886,55818,42273
South Korea,KOR,1973,,,535611,393479,79479,70802
South Korea,KOR,1974,,,470614,317397,97039,92869
South Korea,KOR,1975,,,463797,319801,93673,100158
South Korea,KOR,1976,,,406272,260874,66033,69481
South Korea,KOR,1977,,,378098,246629,85239,90529
South Korea,KOR,1978,,,387516,272391,72548,78294
South Korea,KOR,1979,,,311369,215794,27192,31259
South Korea,KOR,1980,,,261656,195984,,
South Korea,KOR,1981,,,209973,176587,,
South Korea,KOR,1984,,,161074,156775,15310,25467
South Korea,KOR,1985,,,145725,151604,27675,45917
South Korea,KOR,1986,,,123544,133567,26684,44767
South Korea,KOR,1989,,,134132,164153,,
South Korea,KOR,1991,,,65157,76074,,
South Korea,KOR,1992,,,83264,93863,,
South Korea,KOR,1998,,,46743,59312,8051,37619
South Korea,KOR,1999,,,37208,48275,87,25005
South Korea,KOR,2000,83629,68001,,,73,9854
South Korea,KOR,2001,100936,109971,14060,28189,5326,112
South Korea,KOR,2002,120522,143991,56831,57116,11020,110
South Korea,KOR,2003,143803,160042,72504,70809,,
South Korea,KOR,2004,173578,178561,34128,24307,,
South Korea,KOR,2005,188871,188809,,,,
South Korea,KOR,2006,138690,129943,,,,
South Korea,KOR,2007,77793,74264,,,2767,8539
South Korea,KOR,2008,36579,37293,,,3279,7609
South Korea,KOR,2009,40478,38374,,,15908,11467
South Korea,KOR,2010,72559,70215,12211,2850,24030,11092
South Korea,KOR,2011,63057,52237,22020,17356,20569,10810
South Korea,KOR,2012,69376,57153,7723,3690,21024,12164
South Korea,KOR,2013,60831,55920,,,54508,49449
South Sudan,SSD,2011,,,,,564289,457784
Spain,ESP,1971,,,,,86715,137139
Spain,ESP,1972,,,,,63233,118206
Spain,ESP,1973,,,116789,35820,51327,99792
Spain,ESP,1975,,,64648,67219,,
Spain,ESP,1976,,,52069,72728,,
Spain,ESP,1977,,,22703,31468,,
Spain,ESP,1978,,,13468,22811,17310,26139
Spain,ESP,1979,,,6416,19678,12485,27418
Spain,ESP,1988,,,,,19597,22257
Spain,ESP,1989,,,,,9110,13100
Spain,ESP,1990,,,,,11614,10327
Spain,ESP,1992,,,,,3050,7076
Spain,ESP,1999,108319,129362,22708,33140,1048,2191
Spain,ESP,2000,83031,117072,20784,28013,178,4159
Spain,ESP,2001,70329,105097,9456,20280,776,4801
Spain,ESP,2002,65756,104038,1627,11198,690,3439
Spain,ESP,2003,63731,101006,,,1119,2096
Spain,ESP,2004,54383,92103,,,2043,3873
Spain,ESP,2005,45201,73774,,,4852,2557
Spain,ESP,2006,41553,72875,,,4423,1016
Spain,ESP,2007,38953,69128,,,1837,1127
Spain,ESP,2008,39531,66501,,,819,2725
Spain,ESP,2009,35390,59773,,,1040,6173
Spain,ESP,2010,29367,42745,,,2002,8075
Spain,ESP,2011,28778,38118,,,2011,6539
Spain,ESP,2012,25232,31182,,,1809,7042
Spain,ESP,2013,18608,24398,,,3529,10000
Spain,ESP,2014,15445,19137,,,11486,17156
Sri Lanka,LKA,2003,,,,,2290,3930
Sri Lanka,LKA,2005,,,,,21979,22436
Sri Lanka,LKA,2006,,,,,28356,24920
Sri Lanka,LKA,2007,,,,,32398,27483
Sri Lanka,LKA,2008,,,,,40517,34130
Sri Lanka,LKA,2009,,,,,61320,51526
Sri Lanka,LKA,2010,131323,169321,39754,47072,49606,35925
Sri Lanka,LKA,2011,114338,148569,42233,47545,50364,33362
Sri Lanka,LKA,2012,,,41132,42962,49055,31969
Sri Lanka,LKA,2013,,,31245,36639,39088,22153
Sri Lanka,LKA,2014,,,,,31010,15796
Sub-Saharan Africa,,1975,,,,,17628112,14578666
Sub-Saharan Africa,,1976,,,,,17754788,14711405
Sub-Saharan Africa,,1977,,,,,17447468,14507637
Sub-Saharan Africa,,1978,,,,,17142408,14317210
Sub-Saharan Africa,,1979,,,,,16635921,13893755
Sub-Saharan Africa,,1980,,,,,16322893,13614851
Sub-Saharan Africa,,1981,,,,,16040087,13375159
Sub-Saharan Africa,,1982,,,,,15961985,13403629
Sub-Saharan Africa,,1983,,,,,16321056,13648670
Sub-Saharan Africa,,1984,,,,,17045570,14258827
Sub-Saharan Africa,,1985,,,,,18002612,15048516
Sub-Saharan Africa,,1986,,,,,19126564,16028496
Sub-Saharan Africa,,1987,,,,,20244096,16936014
Sub-Saharan Africa,,1988,,,,,21108054,17749516
Sub-Saharan Africa,,1989,,,,,21527844,17899256
Sub-Saharan Africa,,1990,,,,,22309244,18665400
Sub-Saharan Africa,,1991,,,,,22355698,18798932
Sub-Saharan Africa,,1992,,,,,22963160,19478520
Sub-Saharan Africa,,1993,,,,,23325614,19868742
Sub-Saharan Africa,,1994,,,,,23769336,20247284
Sub-Saharan Africa,,1995,,,,,24091928,20217080
Sub-Saharan Africa,,1996,,,,,25362960,21144442
Sub-Saharan Africa,,1997,,,,,24571572,20418804
Sub-Saharan Africa,,1998,15108780,13334602,12238633,9620459,24606944,20627940
Sub-Saharan Africa,,1999,15251000,13455821,12502938,9799032,24507804,20976140
Sub-Saharan Africa,,2000,15594830,13834824,12495149,9838139,23909296,20294498
Sub-Saharan Africa,,2001,15966624,14162246,12584219,9929766,23333368,19827580
Sub-Saharan Africa,,2002,15981030,14098442,12498247,9885632,22969036,19411432
Sub-Saharan Africa,,2003,16138848,14432996,12542319,9841388,22068952,18576880
Sub-Saharan Africa,,2004,16210615,14542087,12543344,9907248,21398352,18194988
Sub-Saharan Africa,,2005,16489313,14788248,12453627,10025510,20489798,17359112
Sub-Saharan Africa,,2006,16729163,14991648,12339718,10142467,19706884,16935060
Sub-Saharan Africa,,2007,17038490,15329328,12438905,10504024,19093634,15386754
Sub-Saharan Africa,,2008,16765096,15012229,12265802,10580640,18696616,15372399
Sub-Saharan Africa,,2009,16717256,15044374,11964329,10567701,18807468,15695487
Sub-Saharan Africa,,2010,16840254,15189480,11753880,10421352,19238388,16276835
Sub-Saharan Africa,,2011,17216438,15647969,12061906,10800389,18880224,15807296
Sub-Saharan Africa,,2012,17492886,16021149,12292060,10867174,18580094,15712550
Sub-Saharan Africa,,2013,18023852,16608711,12925611,11464352,18483300,15551720
Sub-Saharan Africa,,2014,18096458,16659048,12806475,11421081,18537044,15596942
Sub-Saharan Africa (all income levels),,1975,,,,,17628576,14579267
Sub-Saharan Africa (all income levels),,1976,,,,,17755380,14712173
Sub-Saharan Africa (all income levels),,1977,,,,,17448078,14508430
Sub-Saharan Africa (all income levels),,1978,,,,,17143018,14318001
Sub-Saharan Africa (all income levels),,1979,,,,,16636618,13894659
Sub-Saharan Africa (all income levels),,1980,,,,,16323735,13615920
Sub-Saharan Africa (all income levels),,1981,,,,,16040846,13376100
Sub-Saharan Africa (all income levels),,1982,,,,,15962679,13404471
Sub-Saharan Africa (all income levels),,1983,,,,,16321751,13649493
Sub-Saharan Africa (all income levels),,1984,,,,,17046308,14259680
Sub-Saharan Africa (all income levels),,1985,,,,,18003258,15049249
Sub-Saharan Africa (all income levels),,1986,,,,,19127140,16029135
Sub-Saharan Africa (all income levels),,1987,,,,,20244804,16936784
Sub-Saharan Africa (all income levels),,1988,,,,,21108880,17750388
Sub-Saharan Africa (all income levels),,1989,,,,,21528672,17900112
Sub-Saharan Africa (all income levels),,1990,,,,,22310006,18666172
Sub-Saharan Africa (all income levels),,1991,,,,,22356364,18799590
Sub-Saharan Africa (all income levels),,1992,,,,,22963820,19479160
Sub-Saharan Africa (all income levels),,1993,,,,,23326224,19869320
Sub-Saharan Africa (all income levels),,1994,,,,,23769724,20247788
Sub-Saharan Africa (all income levels),,1995,,,,,24092250,20217560
Sub-Saharan Africa (all income levels),,1996,,,,,25363282,21144884
Sub-Saharan Africa (all income levels),,1997,,,,,24571764,20419086
Sub-Saharan Africa (all income levels),,1998,15109128,13334956,12238792,9620826,24606964,20627974
Sub-Saharan Africa (all income levels),,1999,15252955,13457893,12503051,9799296,24507916,20976328
Sub-Saharan Africa (all income levels),,2000,15596767,13837031,12495223,9838310,23909532,20294914
Sub-Saharan Africa (all income levels),,2001,15967758,14163679,12584266,9929875,23333958,19828284
Sub-Saharan Africa (all income levels),,2002,15982233,14099861,12498290,9885732,22969328,19411734
Sub-Saharan Africa (all income levels),,2003,16139936,14434372,12542333,9841420,22069188,18577068
Sub-Saharan Africa (all income levels),,2004,16211646,14543488,12543390,9907355,21398548,18195180
Sub-Saharan Africa (all income levels),,2005,16490179,14789395,12453627,10025510,20490016,17359274
Sub-Saharan Africa (all income levels),,2006,16730099,14992868,12339718,10142467,19707104,16935232
Sub-Saharan Africa (all income levels),,2007,17039504,15330629,12438905,10504024,19093852,15386937
Sub-Saharan Africa (all income levels),,2008,16766213,15013638,12265802,10580640,18696808,15372570
Sub-Saharan Africa (all income levels),,2009,16718412,15045807,11964329,10567701,18807628,15695638
Sub-Saharan Africa (all income levels),,2010,16841462,15190954,11753880,10421352,19238428,16276876
Sub-Saharan Africa (all income levels),,2011,17217320,15649092,12061906,10800389,18880256,15807331
Sub-Saharan Africa (all income levels),,2012,17493408,16021838,12292060,10867174,18580164,15712629
Sub-Saharan Africa (all income levels),,2013,18024320,16609355,12925611,11464352,18483448,15551901
Sub-Saharan Africa (all income levels),,2014,18096700,16659394,12806485,11421104,18537240,15597196
Sudan,SDN,2011,,,345531,287241,1507743,1378414
Sudan,SDN,2012,,,447668,212811,1298832,1413736
Suriname,SUR,1977,,,,,2273,2023
Suriname,SUR,1978,,,,,1898,1271
Suriname,SUR,1987,,,1684,2528,,
Suriname,SUR,1988,,,2052,2783,,
Suriname,SUR,2005,,,,,3202,3562
Suriname,SUR,2006,,,,,2545,2680
Suriname,SUR,2007,,,,,3840,3610
Suriname,SUR,2008,,,,,2277,2280
Suriname,SUR,2009,4865,5819,3606,4006,1388,1599
Suriname,SUR,2011,3316,5089,2240,2806,736,1012
Suriname,SUR,2013,3420,4624,1273,1790,4740,4814
Suriname,SUR,2014,,,,,2378,2676
Swaziland,SWZ,1970,,,,,19546,19614
Swaziland,SWZ,1971,,,8508,7381,20164,20242
Swaziland,SWZ,1972,,,8186,6899,19893,19998
Swaziland,SWZ,1973,,,,,19185,19284
Swaziland,SWZ,1974,,,7498,6474,19069,19736
Swaziland,SWZ,1975,,,7891,7103,18298,19294
Swaziland,SWZ,1976,,,8219,7541,18397,19425
Swaziland,SWZ,1977,,,8033,8096,18435,19382
Swaziland,SWZ,1978,,,,,18715,20055
Swaziland,SWZ,1979,,,,,18638,20316
Swaziland,SWZ,1981,,,,,16469,18449
Swaziland,SWZ,1982,,,,,17078,18931
Swaziland,SWZ,1983,,,,,17671,20602
Swaziland,SWZ,1984,,,,,18192,20631
Swaziland,SWZ,1985,,,,,17466,20330
Swaziland,SWZ,1986,,,,,19218,21735
Swaziland,SWZ,1987,,,,,19433,22443
Swaziland,SWZ,1988,,,,,20941,23405
Swaziland,SWZ,1989,,,,,21810,25322
Swaziland,SWZ,1990,,,,,20937,24533
Swaziland,SWZ,1991,,,,,22083,24972
Swaziland,SWZ,1992,,,,,22633,24991
Swaziland,SWZ,1993,,,,,25099,27253
Swaziland,SWZ,1994,,,,,25215,28302
Swaziland,SWZ,1995,,,,,25316,28218
Swaziland,SWZ,1996,,,,,28704,31643
Swaziland,SWZ,1998,13559,8933,7691,7175,29956,33752
Swaziland,SWZ,1999,12913,9837,10136,10158,31197,34583
Swaziland,SWZ,2000,14054,11482,13723,13153,30017,32169
Swaziland,SWZ,2001,13708,12334,15154,14568,29132,31688
Swaziland,SWZ,2002,14656,12361,16005,15248,29120,31384
Swaziland,SWZ,2003,15675,13831,15025,16157,28540,30876
Swaziland,SWZ,2004,14890,12463,12376,11199,25253,27935
Swaziland,SWZ,2005,14759,12891,11446,11260,24105,26408
Swaziland,SWZ,2006,13323,13139,17964,16981,18322,19416
Swaziland,SWZ,2007,14434,10321,21367,13066,14732,17115
Swaziland,SWZ,2013,9975,8356,5616,4850,22729,22510
Sweden,SWE,1982,,,,,12076,13499
Sweden,SWE,1987,,,,,5681,5242
Sweden,SWE,1988,,,,,4515,4687
Sweden,SWE,1989,,,,,3457,3491
Sweden,SWE,1990,,,,,1193,1382
Sweden,SWE,1991,,,,,362,1004
Sweden,SWE,1999,4975,15224,737,1632,,
Sweden,SWE,2000,7324,17782,114,1237,3091,973
Sweden,SWE,2001,12684,16267,,,,
Sweden,SWE,2002,7452,7852,,,2488,970
Sweden,SWE,2003,6733,6306,,,4129,1939
Sweden,SWE,2004,2762,11502,,,11554,10092
Sweden,SWE,2005,5594,4925,,,15833,15359
Sweden,SWE,2006,4132,4044,,,15920,15892
Sweden,SWE,2007,,,3376,5281,11752,11332
Sweden,SWE,2008,,,8858,12069,5325,3686
Sweden,SWE,2009,2397,368,13920,17285,2741,1102
Sweden,SWE,2010,9654,8358,13880,17015,2638,882
Sweden,SWE,2011,14774,15135,13535,15476,2155,872
Sweden,SWE,2012,18912,18696,5472,7075,1486,930
Sweden,SWE,2013,16942,15802,,,719,1213
Sweden,SWE,2014,12619,11129,,,525,1262
Switzerland,CHE,1977,,,,,69303,78437
Switzerland,CHE,1978,,,,,66891,75697
Switzerland,CHE,1981,,,9076,10537,59507,65752
Switzerland,CHE,1982,,,10851,12619,57550,63315
Switzerland,CHE,1983,,,12332,14690,55862,62451
Switzerland,CHE,1984,,,12721,15062,54914,61888
Switzerland,CHE,1985,,,12335,14994,53557,59838
Switzerland,CHE,1986,,,12141,14290,51325,57064
Switzerland,CHE,1987,,,12417,14445,47409,53216
Switzerland,CHE,1988,,,13008,14959,42856,48148
Switzerland,CHE,1989,,,13399,16040,38480,42609
Switzerland,CHE,1990,,,12143,15155,34802,38681
Switzerland,CHE,1991,,,10070,12217,33262,37313
Switzerland,CHE,1992,,,7633,9119,33773,38056
Switzerland,CHE,1993,,,5601,6753,35689,41372
Switzerland,CHE,1994,,,3804,6371,38098,44624
Switzerland,CHE,1995,,,,,26407,26649
Switzerland,CHE,1996,,,,,21905,22458
Switzerland,CHE,1999,42660,27586,3392,3663,749,1831
Switzerland,CHE,2000,43736,29745,1471,3230,745,2812
Switzerland,CHE,2001,41802,31757,1604,3664,600,3363
Switzerland,CHE,2002,40847,31806,836,1562,539,3417
Switzerland,CHE,2003,41967,32397,,,464,3487
Switzerland,CHE,2004,42189,31534,,,1901,3650
Switzerland,CHE,2005,40880,30831,,,3980,5922
Switzerland,CHE,2006,40104,29592,,,4987,6611
Switzerland,CHE,2007,38730,28894,1559,1888,4636,6241
